본부코드,팀코드,담당자코드,광고주명,매체,계정,마스터 계정(mskimkim) 권한 요청,요청 불가 사유
928,1202,895,에스에스테크널러지,NAVER,sstech3061,,
926,1207,1328,스테이지나인,NAVER,stage9,,
928,1202,1040,보센코리아,NAVER,stage9456,,
928,935,2,교원스타트원,NAVER,startone_office:naver,,
928,1202,938,와이골프연습장,NAVER,steeeve1018:naver,,
928,1202,26,스카이블루,NAVER,stherapy7,,
927,1200,33,스티치하우스,NAVER,stitchhouse1,,
928,1202,898,농업회사법인 별농(주),NAVER,stnong,,
926,1207,1328,스톤뱅크,NAVER,stonebank,,
928,1202,1216,주식회사브리오,NAVER,strikeout41,,
927,1200,1594,방앗간집딸내미,NAVER,stylus1110,,
926,1207,1328,웨딩그룹위더스_광주,NAVER,suaviss0980,,
927,1200,57,드림통상,NAVER,suk2007s,,
928,1202,25,설린,NAVER,sullyn,,
928,1184,201027,설명간편한의원,NAVER,sulmyungganpyun1:naver,,
928,1184,9,수성운반기계,NAVER,sung43,,
928,1184,9,분당간판,NAVER,sungeun1014,,
927,1200,33,유플렉스,NAVER,sunghs79:naver,,
926,1207,201037,성화산업,NAVER,sunghwa1511:naver,,
927,1200,33,선플라워,NAVER,sungja5806:naver,,
928,1184,9,성진코리아,NAVER,sungjink,,
928,1184,1548,대성부동산,NAVER,sungok0903,,
928,1202,806,선진스틸트레이드,NAVER,sunjinstt,,
928,1184,9,양선이산부인과,NAVER,sunobgy,,
928,1202,81,썬통신,NAVER,suntongsin,,
928,1202,1040,SIEC어학원,NAVER,sunwinder,,
928,1202,938,머니홀릭,NAVER,super5yp,,
928,1202,938,서해스카이,NAVER,supersky3503,,
809,810,201032,베르상점,NAVER,supiaheera:naver,,
928,1184,201027,수리산채,NAVER,surisanche,,
928,1202,25,이안아트,NAVER,surkhun,,
927,1200,1012,퍼스트트렌드,NAVER,sweker,,
928,1184,9,성월루브테크,NAVER,swoil,,
928,1202,50,사랑샘,NAVER,sws7003,,
928,1184,9,서울웨딩타워,NAVER,swtower7,,
928,1202,806,새연산업,NAVER,sy150114,,
927,1200,817,단비북스,NAVER,syh8879:naver,,
928,1184,914,민주시스템에어컨,NAVER,system01,,
928,1184,9,태종,NAVER,taejong2220,,
928,1202,26,태광방음문,NAVER,taekwang0111,,
928,1184,1274,태성피엠씨,NAVER,taesungpmc0330:naver,,
928,1202,201009,노무법인 태양,NAVER,taeyang5785,,
928,1184,1274,태영섬유,NAVER,taeyoung0720,,
928,1184,201022,엘이디존,NAVER,tankbaik,,
927,1200,1012,주식회사제이온,NAVER,tarumo,,
926,1207,200980,느루헤어살롱,NAVER,tdz9915:naver,,
928,1184,917,테스칸코리아,NAVER,tescan,,
928,1202,895,태진유리,NAVER,thddl4694,,
927,1200,1530,디어라운드주식회사,NAVER,thearound,,
927,1200,930,더바스,NAVER,thebath,,
928,1202,201009,법률사무소 호연,NAVER,thecompanion,,
928,1184,917,주식회사 이끌림,NAVER,thegoodstore,,
926,964,1616,더 한,NAVER,thehan-health:naver,,
928,935,2,더하랑,NAVER,theharang21:naver,,
928,1184,1274,the-ice,NAVER,theice,,
927,1200,551,헬로우그린,NAVER,thejoen88:naver,,
1204,1205,201073,주식회사 더샤이니,NAVER,theshiny,,
928,1184,917,더소프트,NAVER,thesoft216,,
809,980,200938,송월갤러리,NAVER,thoo922,,
928,1202,898,애드블랙,NAVER,thsckdud77,,
928,1202,251,아진익스프레스,NAVER,thss498,,
928,1202,895,키우미한의원,NAVER,thswkdtn70,,
928,935,2,(주)티젠,NAVER,tigen29:naver,,
928,1184,201027,베스트빌,NAVER,ting1156,,
927,1200,201038,와이앤제이,NAVER,tjdbswl0127,,
926,1207,200982,주식회사 다양,NAVER,tjdskrqhd,,
928,1184,1548,대구성서앵글,NAVER,tjdtjdodrmf,,
927,1200,1012,여나몰,NAVER,tjrcozz,,
928,1202,81,대박개인용달,NAVER,tjrekdflek,,
928,1184,201027,태경볼트,NAVER,tkbolt326,,
927,1200,1271,공구네거리,NAVER,tkdaksvvvv:naver,,
809,980,200938,올레 kt cctv 가입센터,NAVER,tkdxo3282,,
928,1184,1274,태경이엔지,NAVER,tkeng21,,
927,1200,57,주식회사 썬메디케어,NAVER,tkhealthcare,,
928,1202,806,나니와,NAVER,tls3880:naver,,
928,1202,81,신광타일,NAVER,tlsrhkdxkdlf,,
927,1200,201038,재이케미칼,NAVER,tltlglgl,,
927,1200,817,토담,NAVER,todam2015,,
928,1184,1274,이룸부동산,NAVER,toland21,,
928,1202,81,신라디자인,NAVER,tomas009,,
928,1202,26,토마토앤컴퍼니,NAVER,tomatobag,,
927,1200,930,일레드,NAVER,toopiece2:naver,,
809,810,201021,토파즈필라테스,NAVER,topazpila:naver,,
928,1184,9,탑이엔지,NAVER,topeng,,
927,1200,201038,탑엔카 크리에이티브,NAVER,topncar,,
928,1202,81,(주)엠지브이보안시스템,NAVER,totalmgv5409,,
926,1207,200982,(주)투어마케팅코리아,NAVER,tourmktg,,
928,1202,806,어반테크닉스,NAVER,tove2020,,
928,1202,25,패스트카페,NAVER,toz,,
928,1202,938,트라패스,NAVER,trapas01,,
927,1200,930,트렌드바이미,NAVER,trendbyme,,
928,1202,26,펜션테라피,NAVER,ts1234,,
928,1184,201004,(주)티에스싸이언스,NAVER,tsscience,,
927,1200,57,맛삿갓,NAVER,ttagu8446:naver,,
928,1202,939,티티아이/ 사원증,NAVER,tteye,,
928,1202,806,태광건설정보,NAVER,ttft00,,
927,1200,556,두인네트웍스,NAVER,tutupet0525,,
926,1207,201037,제이오,NAVER,tw02252:naver,,
928,1202,1216,씽크와이드,NAVER,twide,,
928,1202,898,더트위기,NAVER,twiggy100,,
928,1202,26,티윙(고스포츠),NAVER,twing7587:naver,,
809,810,201053,피노키오,NAVER,twovtool,,
928,1202,251,태영전자,NAVER,ty7363,,
928,1202,652,아임필터,NAVER,uarm:naver,,
928,1184,201022,유디팩토리,NAVER,udfactory:naver,,
928,1202,51,유나이티드디자인,NAVER,udibiz,,
928,1202,81,자경전,NAVER,uhc0523,,
809,810,1349,콜텍,NAVER,ukshin21,,
928,1184,9,유니크,NAVER,unicc,,
928,1202,806,(주)유니씨앤씨,NAVER,unicnc,,
927,1200,33,유니엘,NAVER,uniel2001,,
928,1202,26,트랜드몰,NAVER,unitrend,,
928,1202,895,돌쇠피싱,NAVER,univmeeting:naver,,
928,1202,806,유리시스템(에이프리카),NAVER,urisystem1,,
928,1202,898,에스패밀리,NAVER,used130,,
928,1184,914,후한의원,NAVER,ushoo,,
928,1184,917,원진글로발,NAVER,v17433,,
928,1202,938,베지푸드,NAVER,vegefood,,
928,1184,1548,베뉴지 웨딩홀,NAVER,venueg,,
928,1184,1274,24시스카이동물병원,NAVER,vetleader,,
928,1202,51,브이엑스,NAVER,vexpert,,
928,1202,1211,vfxlab,NAVER,vfxlab,,
928,1184,9,승리기공,NAVER,victory5336,,
926,1207,1328,(주)리함,NAVER,victory75,,
928,1202,806,비고르 헤어아뜰리에,NAVER,vigor4862:naver,,
928,1202,50,큰바위얼굴,NAVER,vip0424,,
928,1184,1548,용동물병원 최용수,NAVER,virology,,
928,1184,9,김용관세무회계사,NAVER,vision2005,,
928,1202,1216,비젼코리아,NAVER,visionmall,,
926,1207,1328,분당메모리얼파크,NAVER,vivalime,,
928,1202,81,펌프굿,NAVER,vjavm88,,
927,1200,57,아레파코리아,NAVER,vkvk1995,,
927,1200,1594,주식회사 브이온바이오,NAVER,vonbio,,
809,810,201052,Salt Music Studio,NAVER,vop0505:naver,,
928,1202,26,예사 붙임머리,NAVER,vstar0313,,
926,1207,201011,주식회사 불카노스,NAVER,vulcanus,,
928,1202,806,중부탱크기술,NAVER,vz001,,
927,1200,1496,강집사,NAVER,walkbrain1,,
928,1202,25,와니비,NAVER,waneebe,,
926,1207,200980,세광기전,NAVER,washaseo,,
928,1184,917,시계상자,NAVER,watchcase2,,
928,1184,917,친절한왁싱샵,NAVER,waxinging,,
928,1184,201022,예스제주,NAVER,we_will_win:naver,,
928,1202,26,웹퍼니,NAVER,webfun1234,,
928,1184,917,웨슬리짐,NAVER,wesleygym,,
928,1184,917,피싱다이나믹,NAVER,westhunter21,,
928,1184,917,위브치과,NAVER,weve2875,,
928,1202,898,파스텔무드,NAVER,wgs513:naver,,
928,1202,251,왓더버거 경주점,NAVER,whatthegyeongju:naver,,
927,1200,33,sbs아카데미게임학원 조윤성,NAVER,whdbstjdvs12,,
928,1184,9,휠로피아,NAVER,wheelo,,
928,1202,938,펫뉴얼,NAVER,whguswns210:naver,,
926,1207,1328,하얀e치과,NAVER,white2vv,,
928,1202,933,아름다운농원,NAVER,wholefarm,,
927,1200,566,쿠션마켓,NAVER,whtjddndy,,
928,1202,51,선재해변펜션,NAVER,whtkdgus,,
928,1202,1040,위아스아카데미,NAVER,wias123,,
927,1200,1594,레인스(RAINS),NAVER,williamyyc:naver,,
928,1202,1040,윌셔코리아어학원,NAVER,wilshire,,
928,1184,9,금오송풍기계,NAVER,windkee,,
927,1200,817,주식회사 위니텍,NAVER,winitec81,,
927,1200,201038,위너코리아,NAVER,winnermart,,
928,1202,929,이지원변호사,NAVER,wiselawyer,,
926,1207,1328,웨딩그룹위더스_영등포,NAVER,withus123,,
927,1200,560,유노이아디자인,NAVER,witty_market:naver,,
928,1202,251,위즈유,NAVER,wizu2011,,
927,1200,551,엄지약초,NAVER,wjdgktn8991,,
928,1202,26,나들이렌트카,NAVER,wjdwoqhr1144,,
927,1200,551,원진전자통신,NAVER,wjjs,,
928,1184,9,원진맨홀,NAVER,wjmanhole,,
928,1202,895,스터디정복,NAVER,wjs416,,
928,1184,9,우진열기,NAVER,wjtank,,
928,1202,652,세무법인 우주,NAVER,wjtax1,,
926,1207,201011,우진워터스,NAVER,wjwaters,,
928,1184,1548,갤럭시원룸텔 잠원동,NAVER,wkadnjsxy12,,
928,1202,50,(주)장비야닷컴,NAVER,wkdqldi,,
928,1202,806,바로철거,NAVER,wldus7323:naver,,
809,810,201032,어라이,NAVER,wlsqhd2245:naver,,
926,1207,1328,화물인,NAVER,wlsxor2002,,
928,1184,917,(주)워터멜론컴퍼니,NAVER,wmelonshop,,
927,1200,33,더블유엠글로벌,NAVER,wmglobal,,
928,1184,9,광림특장공업,NAVER,wnkanglim,,
928,1202,81,(주)위드네이처페인트,NAVER,wnpaint,,
928,1202,1040,(주)잭핏,NAVER,wolfdogcabo,,
928,1202,938,스타카,NAVER,woman7,,
927,1200,566,(주)원진커머스,NAVER,won13894,,
928,1184,9,예인기업,NAVER,wonjuu,,
928,1202,938,원스프링,NAVER,wonsp2001,,
927,1200,57,레드마우스,NAVER,wonsun1545,,
926,1207,201037,우리피엠아이,NAVER,woo1234,,
928,1202,933,프라이빗펜션,NAVER,wook7157,,
927,1200,33,인연,NAVER,woolfmen2000,,
928,1202,933,우주기획,NAVER,woora01,,
928,1202,938,우리자수,NAVER,woori885,,
928,1184,917,주식회사우리휀스산업,NAVER,wooryfence,,
928,1202,251,우신에프에이,NAVER,wooshinfa,,
927,1200,566,루나무역,NAVER,woovak:naver,,
928,1202,25,미광사,NAVER,worisky,,
927,1200,201038,하리오컴퍼니,NAVER,work4b:naver,,
928,1202,806,바로철거,NAVER,wotmd0417:naver,,
928,1202,939,한국수축wr3943/쉬링크sk3943,NAVER,wr3943,,
928,1184,1274,김포가마솥해장국,NAVER,wscoly,,
928,1202,1040,우성초음파,NAVER,wssonic,,
927,1200,57,우드밸리,NAVER,wv6432,,
926,1207,201037,우양산기,NAVER,wysg2002,,
927,1200,57,(주)리버네트워크,NAVER,xpkiller,,
926,964,200998,CCTV프렌즈,NAVER,xpowernw:naver,,
928,1184,9,유일,NAVER,y21,,
926,1207,200982,영애드,NAVER,yad7779737,,
926,1207,200982,초코하우징,NAVER,yanan29,,
928,1202,806,포낙보청기 광주센터,NAVER,yangpa113,,
927,1200,33,에이치앤케이,NAVER,yassangmall,,
927,1200,930,오만플라워,NAVER,ybhflower,,
927,1200,551,(주)창앤롤,NAVER,yechang7,,
926,1207,200982,주식회사 예일헬스케어,NAVER,yeilmgr22,,
928,1184,9,예인,NAVER,yeinart77,,
928,1184,201004,예건산업,NAVER,yekuns,,
928,1202,938,예써,NAVER,yesirinc:naver,,
928,1202,25,용문전기,NAVER,ygim3191,,
928,1202,26,서해안바다낚시 통일호,NAVER,yhd1234,,
928,1202,806,하나로종합물류,NAVER,yhs5256:naver,,
928,1184,1274,인테리어이즈,NAVER,yhth12,,
928,1202,938,욕실구조대,NAVER,yjk9130:naver,,
928,1184,201027,신성공인중개사무소,NAVER,yjmah,,
928,1184,917,진명발전기,NAVER,ylizonno2,,
928,1202,25,유니트론보청기 인천서구점,NAVER,yong6538,,
928,1184,201027,명인공방,NAVER,yongyong8456,,
928,1184,1548,유엘헤어,NAVER,yoolse:naver,,
926,1207,201011,요리수연산,NAVER,yorisu2019,,
927,1200,33,스포츠런,NAVER,youngdis,,
928,1202,938,청춘욕실,NAVER,ysjmt2014,,
928,1202,938,와이에스메디칼,NAVER,ysmedi2014,,
928,1184,917,연세미즈산부인과,NAVER,ysmiz,,
928,1184,201004,충주농원,NAVER,yspkor1583,,
928,1202,939,매직닷,NAVER,yss57,,
928,1202,50,법무법인영진,NAVER,yssonglaw,,
928,1202,939,누리플라스틱,NAVER,ytslucky,,
926,1207,200982,사단복지법인빛과소금유당마을,NAVER,yudang,,
928,1184,1548,(주)유일에프에이,NAVER,yuil1107,,
928,1202,81,지끈몰,NAVER,yummy99,,
928,1202,51,메인통상,NAVER,yun8915,,
928,1202,50,주식회사 다니카,NAVER,yureka777,,
928,1202,898,"이재관, 정인욱",NAVER,yw_ygl,,
928,1202,898,"이재관, 정인욱",NAVER,ywd_vmware,,
927,1200,33,원플러스원,NAVER,yykorea,,
927,1200,930,1STPLATFOM,NAVER,z9golf,,
926,1207,200980,라까사호텔,NAVER,zamyeong,,
928,1184,917,사커붐,NAVER,zangbi,,
928,1202,806,샤인컴퍼니(젤리몬즈 스튜디오),NAVER,zbros8,,
928,1202,81,제로조명,NAVER,zero4999,,
928,1184,917,티와이그린,NAVER,zero8279,,
928,1184,9,제우스이엔지,NAVER,zeuseng,,
928,1184,917,줌테크,NAVER,zoomtech,,
928,966,201031,주식회사 디스피스,NAVER,zymelife,,
927,1200,930,디자인 몬스터,NAVER,zzini3307,,
